longitude,latitude,YR,MO,X,Y,TOT,CR,
-74.00219187,40.67403901,2014,2,983642,184847,1,ROBBERY,
-73.97499,40.69801463,2014,2,991185,193583,1,GRAND LARCENY,
-73.93187571,40.69843909,2014,2,1003140,193744,2,BURGLARY,
-73.97636552,40.6835939,2014,2,990805,188329,1,GRAND LARCENY,
-73.9521236,40.78138746,2014,6,997509,223961,1,ROBBERY,
-73.76409968,40.70056703,2014,1,1049660,194600,1,ROBBERY,
-73.9962803,40.72600837,2014,2,985281,203781,2,GRAND LARCENY,
-73.97788416,40.75759839,2014,2,990377,215291,1,GRAND LARCENY,
-73.98877871,40.77390648,2014,2,987358,221232,1,GRAND LARCENY,
-73.95384553,40.82371459,2014,2,997024,239382,1,FELONY ASSAULT,
-73.9867498,40.73675613,2014,2,987922,207697,1,GRAND LARCENY,
-73.97438707,40.79363881,2014,2,991342,228422,1,BURGLARY,
-73.92526049,40.86673387,2014,2,1004922,255061,1,BURGLARY,
-73.94372482,40.83683806,2014,2,999822,244165,1,ROBBERY,
-73.95281853,40.82493283,2014,2,997308,239826,1,FELONY ASSAULT,
-73.97061299,40.79371476,2014,2,992387,228450,1,FELONY ASSAULT,
-73.76160995,40.67973726,2014,1,1050371,187013,1,FELONY ASSAULT,
-73.97255156,40.76067136,2014,2,991854,216411,1,GRAND LARCENY,
-73.99967512,40.76139649,2014,2,984340,216674,2,GRAND LARCENY,
-73.99555506,40.7268702,2014,2,985482,204095,1,BURGLARY,
-73.97076561,40.75868647,2014,2,992349,215688,1,GRAND LARCENY,
-74.00775805,40.70492841,2014,2,982099,196101,1,GRAND LARCENY,
-73.98283669,40.77085359,2014,2,989004,220120,1,FELONY ASSAULT,
-73.95078067,40.80051767,2014,2,997877,230931,1,FELONY ASSAULT,
-73.98954308,40.75756985,2014,2,987147,215280,1,ROBBERY,
-73.92978416,40.85581555,2014,2,1003674,251082,1,FELONY ASSAULT,
-73.8966629,40.71254018,2014,2,1012898,198891,1,BURGLARY,
-73.98092865,40.68890314,2014,1,989539,190263,1,ROBBERY,
-73.90549266,40.72307393,2014,2,1010446,202726,1,FELONY ASSAULT,
-73.88975318,40.73123382,2014,2,1014805,205704,1,GRAND LARCENY,
-73.86558719,40.68941085,2014,2,1021526,190476,1,BURGLARY,
-73.86062056,40.67797296,2014,2,1022910,186311,1,BURGLARY,
-73.89500628,40.73833392,2014,2,1013346,208289,1,ROBBERY,
-73.86104178,40.67998813,2014,2,1022792,187045,1,GRAND LARCENY,
-73.90253652,40.74378339,2014,2,1011257,210272,1,GRAND LARCENY,
-73.81987647,40.73305882,2014,2,1034170,206401,1,BURGLARY,
-73.86661842,40.72909314,2014,2,1021218,204933,1,BURGLARY,
-73.8912703,40.69923682,2014,2,1014399,194046,1,ROBBERY,
-73.9059739,40.64023704,2014,1,1010345,172546,1,ROBBERY,
-73.79975366,40.59244317,2014,2,1039864,155183,1,BURGLARY,
-73.89604282,40.74701377,2014,2,1013055,211451,1,GRAND LARCENY,
-74.11439456,40.62519634,2014,2,952495,167073,1,ROBBERY,
-73.85575892,40.88713785,2014,2,1024133,262519,1,RAPE,
-73.86731285,40.82247274,2014,2,1020974,238954,1,GRAND LARCENY,
-73.89635907,40.81746595,2014,2,1012937,237119,1,BURGLARY,
-73.88106149,40.84425059,2014,2,1017158,246883,1,BURGLARY,
-73.85420119,40.88996293,2014,2,1024562,263549,1,GRAND LARCENY,
-73.88181344,40.87873029,2014,2,1016933,259445,1,FELONY ASSAULT,
-73.86388823,40.85044288,2014,2,1021906,249146,1,BURGLARY,
-73.91946077,40.64023904,2014,1,1006602,172543,2,FELONY ASSAULT,
-73.8864302,40.81795888,2014,2,1015685,237302,1,FELONY ASSAULT,
-73.8977557,40.81611405,2014,2,1012551,236626,1,ROBBERY,
-73.82758307,40.82951529,2014,2,1031965,241539,1,FELONY ASSAULT,
-73.87118396,40.82356953,2014,2,1019902,239352,1,GRAND LARCENY,
-73.89891017,40.81955146,2014,2,1012230,237878,1,RAPE,
-73.92646246,40.80641138,2014,2,1004608,233083,1,ROBBERY,
-73.95847284,40.66343944,2014,2,995771,180988,1,ROBBERY,
-73.91957506,40.65303806,2014,2,1006566,177206,2,FELONY ASSAULT,
-73.88358285,40.66950339,2014,2,1016545,183216,1,FELONY ASSAULT,
-74.02586644,40.61882753,2014,2,977069,164733,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.9062937,40.82817611,2014,1,1010183,241018,1,ROBBERY,
-73.91925849,40.68532191,2014,2,1006643,188968,1,BURGLARY,
-73.91608333,40.68418605,2014,2,1007524,188555,1,GRAND LARCENY,
-73.93866421,40.67740973,2014,2,1001263,186081,1,GRAND LARCENY OF MOTOR VEHICLE,
-74.00383717,40.63572182,2014,2,983185,170887,1,GRAND LARCENY OF MOTOR VEHICLE,
-74.00964128,40.63369308,2014,2,981574,170148,1,GRAND LARCENY,
-73.96108675,40.66847427,2014,2,995045,182822,1,BURGLARY,
-73.94601148,40.67319469,2014,2,999226,184544,1,ROBBERY,
-73.88400389,40.66784597,2014,2,1016429,182612,1,BURGLARY,
-73.95410177,40.72985018,2014,2,996971,205184,1,ROBBERY,
-73.94418632,40.69595622,2014,2,999727,192837,1,GRAND LARCENY,
-73.92905789,40.67927614,2014,1,1003927,186763,2,GRAND LARCENY,
-73.9486964,40.67423619,2014,2,998481,184923,1,BURGLARY,
-73.99248104,40.59973466,2014,2,986338,157776,1,ROBBERY,
-73.93602752,40.66369264,2014,2,1001998,181084,1,FELONY ASSAULT,
-74.00145145,40.61055488,2014,2,983847,161718,1,FELONY ASSAULT,
-73.92477696,40.63576864,2014,2,1005128,170913,1,BURGLARY,
-73.88230688,40.66329889,2014,2,1016902,180956,1,GRAND LARCENY,
-73.89319643,40.64726901,2014,2,1013888,175112,1,BURGLARY,
-73.97510225,40.68713988,2014,2,991155,189621,1,FELONY ASSAULT,
-73.92079098,40.65792736,2014,2,1006227,178987,1,FELONY ASSAULT,
-73.87482002,40.67694352,2014,2,1018972,185930,1,FELONY ASSAULT,
-73.89585965,40.82263106,2014,7,1013073,239001,1,ROBBERY,
-73.94216108,40.69842551,2014,2,1000288,193737,1,FELONY ASSAULT,
-73.9831365,40.74171817,2014,2,988923,209505,2,GRAND LARCENY,
-73.98450973,40.76448054,2014,2,988541,217798,1,BURGLARY,
-73.98450973,40.76448054,2014,2,988541,217798,1,GRAND LARCENY,
-73.96739019,40.75217228,2014,2,993285,213315,1,GRAND LARCENY,
-73.99119592,40.73282881,2014,2,986690,206266,1,GRAND LARCENY,
-74.01453931,40.70781524,2014,2,980219,197153,2,GRAND LARCENY,
-73.98374665,40.725763,2014,2,988755,203692,1,GRAND LARCENY,
-73.98986425,40.71065105,2014,2,987060,198186,2,ROBBERY,
-73.98894184,40.74820472,2014,2,987314,211868,2,GRAND LARCENY,
-73.90657532,40.87980696,2014,7,1010085,259829,1,GRAND LARCENY,
-73.9471074,40.79592412,2014,2,998895,229258,1,ROBBERY,
-73.97584681,40.72205345,2014,2,990945,202341,1,FELONY ASSAULT,
-73.97561656,40.7203242,2014,2,991009,201711,1,GRAND LARCENY,
-73.87565754,40.75949316,2014,2,1018697,216005,1,GRAND LARCENY,
-73.858916,40.71171236,2014,2,1023363,198604,1,ROBBERY,
-73.80995698,40.70030879,2014,2,1036945,194475,1,ROBBERY,
-73.76737225,40.71564799,2014,2,1048738,200092,2,GRAND LARCENY OF MOTOR VEHICLE,
-73.87090768,40.74621158,2014,2,1020020,211168,1,BURGLARY,
-73.74017769,40.72557804,2014,2,1056266,203731,1,FELONY ASSAULT,
-73.87672912,40.74025635,2014,2,1018410,208996,1,GRAND LARCENY,
-73.99991702,40.72693341,2014,7,984273,204118,1,FELONY ASSAULT,
-73.86068575,40.68473342,2014,2,1022888,188774,1,GRAND LARCENY,
-73.85226435,40.69226007,2014,2,1025219,191520,1,GRAND LARCENY,
-73.7965478,40.70395288,2014,2,1040660,195811,1,GRAND LARCENY,
-73.88598845,40.73839946,2014,2,1015845,208316,1,GRAND LARCENY,
-73.82090938,40.69914061,2014,2,1033909,194043,1,FELONY ASSAULT,
-73.82592401,40.70677053,2014,2,1032513,196820,1,GRAND LARCENY,
-73.87219108,40.71119263,2014,2,1019683,198409,1,BURGLARY,
-73.8698786,40.70583226,2014,2,1020327,196457,2,GRAND LARCENY,
-73.85012882,40.68778332,2014,2,1025814,189890,1,GRAND LARCENY,
-73.81260416,40.58739244,2014,2,1036299,153335,1,FELONY ASSAULT,
-73.94982474,40.78451548,2014,6,998145,225101,2,GRAND LARCENY,
-73.94362442,40.81031855,2014,7,999856,234503,1,GRAND LARCENY,
-73.81227256,40.7079156,2014,2,1036297,197245,1,ROBBERY,
-73.857884,40.68481508,2014,2,1023665,188805,1,GRAND LARCENY,
-73.79515155,40.70762565,2014,2,1041044,197150,1,FELONY ASSAULT,
-73.86135659,40.69504634,2014,2,1022696,192531,1,FELONY ASSAULT,
-73.77893338,40.72879075,2014,2,1045521,204872,1,BURGLARY,
-73.8419182,40.69852087,2014,2,1028084,193806,1,BURGLARY,
-73.78726051,40.71076508,2014,2,1043229,198299,1,ROBBERY,
-73.87029574,40.70647226,2014,2,1020211,196690,1,BURGLARY,
-73.73377598,40.73405024,2014,2,1058031,206823,1,GRAND LARCENY OF MOTOR VEHICLE,
-74.08610686,40.64074279,2014,2,960353,172728,1,RAPE,
-73.79252032,40.70241411,2014,7,1041778,195253,1,ROBBERY,
-74.09166827,40.60780099,2014,2,958797,160728,1,GRAND LARCENY,
-73.84881119,40.88405216,2014,3,1026056,261398,1,GRAND LARCENY,
-73.88678394,40.82876793,2014,3,1015582,241240,1,FELONY ASSAULT,
-73.84957318,40.89092586,2014,2,1025841,263902,1,BURGLARY,
-73.91862655,40.83087803,2014,3,1006769,241999,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.85501418,40.87374282,2014,3,1024347,257639,1,FELONY ASSAULT,
-73.90522943,40.82699501,2014,3,1010478,240588,1,GRAND LARCENY,
-73.91917176,40.83123249,2014,3,1006618,242128,1,FELONY ASSAULT,
-73.88039388,40.87985964,2014,3,1017325,259857,2,FELONY ASSAULT,
-73.89686248,40.82366947,2014,3,1012795,239379,1,ROBBERY,
-73.86843216,40.68031247,2014,7,1020742,187160,1,ROBBERY,
-73.89600701,40.81619208,2014,3,1013035,236655,1,GRAND LARCENY,
-73.87089397,40.82591594,2014,3,1019981,240207,1,FELONY ASSAULT,
-73.98432176,40.64287372,2014,3,988601,173493,1,ROBBERY,
-73.89064687,40.65057133,2014,3,1014594,176316,1,ROBBERY,
-73.95916148,40.66901433,2014,2,995579,183019,1,FELONY ASSAULT,
-73.95076756,40.66196245,2014,3,997909,180451,1,BURGLARY,
-73.93527261,40.66902533,2014,2,1002206,183027,1,GRAND LARCENY,
-73.92247878,40.6322181,2014,2,1005767,169620,2,FELONY ASSAULT,
-73.90707623,40.6378335,2014,2,1010040,171670,1,FELONY ASSAULT,
-73.94048335,40.69524896,2014,3,1000754,192580,1,BURGLARY,
-73.76813471,40.69245618,2014,7,1048549,191642,2,FELONY ASSAULT,
-73.89107071,40.64701724,2014,3,1014478,175021,1,BURGLARY,
-73.89341769,40.64410722,2014,3,1013828,173960,1,FELONY ASSAULT,
-73.91033692,40.65668728,2014,2,1009128,178538,1,FELONY ASSAULT,
-73.96460418,40.71074213,2014,3,994063,198221,1,ROBBERY,
-73.94719024,40.72792588,2014,3,998887,204484,1,FELONY ASSAULT,
-73.99494481,40.63855713,2014,3,985653,171920,1,ROBBERY,
-73.99130277,40.68826486,2014,2,986662,190030,1,GRAND LARCENY,
-73.94616669,40.64615868,2014,3,999189,174694,1,GRAND LARCENY,
-73.93399208,40.71358594,2014,3,1002549,199262,1,GRAND LARCENY,
-73.92701038,40.66250977,2014,3,1004500,180655,1,BURGLARY,
-73.9089197,40.6625545,2014,7,1009519,180676,1,ROBBERY,
-73.91912305,40.62753318,2014,3,1006700,167914,1,GRAND LARCENY,
-74.0170488,40.61967183,2014,3,979517,165040,1,GRAND LARCENY,
-73.8789449,40.65878298,2014,3,1017837,179312,1,GRAND LARCENY,
-73.9430531,40.80674739,2014,3,1000015,233202,1,GRAND LARCENY,
-73.99253081,40.73422599,2014,3,986320,206775,1,GRAND LARCENY,
-73.94004907,40.83733025,2014,3,1000839,244345,1,RAPE,
-74.006414,40.7179716,2014,2,982472,200853,1,BURGLARY,
-74.00575295,40.70764584,2014,3,982655,197091,1,ROBBERY,
-73.97925264,40.77932875,2014,3,989996,223208,1,GRAND LARCENY,
-73.98784068,40.77010217,2014,3,987618,219846,1,GRAND LARCENY,
-73.94061832,40.68137146,2014,7,1000720,187524,1,ROBBERY,
-73.9869469,40.74372782,2014,3,987867,210237,1,GRAND LARCENY,
-73.98853279,40.73431349,2014,3,987428,206807,2,GRAND LARCENY,
-74.0050732,40.7332682,2014,2,982844,206426,1,BURGLARY,
-73.98048538,40.78660526,2014,3,989654,225859,1,ROBBERY,
-73.98604444,40.74496285,2014,3,988117,210687,1,GRAND LARCENY,
-73.92030637,40.86446069,2014,3,1006293,254234,1,FELONY ASSAULT,
-74.00365379,40.7083678,2014,3,983237,197354,1,RAPE,
-73.93740549,40.8200591,2014,3,1001575,238053,1,RAPE,
-73.86701637,40.75748807,2014,3,1021092,215278,1,GRAND LARCENY,
-73.8147799,40.68824513,2014,3,1035617,190077,1,FELONY ASSAULT,
-73.98569458,40.74400764,2014,7,988214,210339,1,FELONY ASSAULT,
-73.85921601,40.72678696,2014,2,1023271,204096,2,BURGLARY,
-73.84027783,40.68475356,2014,3,1028548,188791,1,BURGLARY,
-73.86565642,40.7463236,2014,2,1021475,211211,3,BURGLARY,
-73.75786327,40.7067408,2014,3,1051383,196854,1,BURGLARY,
-73.83656667,40.6822012,2014,3,1029579,187863,1,GRAND LARCENY,
-73.86116426,40.7562378,2014,3,1022714,214825,1,ROBBERY,
-73.85209701,40.72543311,2014,3,1025245,203606,1,GRAND LARCENY,
-73.78066487,40.70258975,2014,3,1045065,195325,1,BURGLARY,
-73.86361058,40.7372937,2014,2,1022047,207922,1,BURGLARY,
-73.98629038,40.75990528,2014,3,988048,216131,1,BURGLARY,
-74.03809285,40.62058354,2014,7,973675,165374,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.98109095,40.73964007,2014,3,989490,208748,2,GRAND LARCENY,
-73.96180949,40.76608642,2014,3,994829,218385,1,RAPE,
-73.93475685,40.81671731,2014,3,1002309,236836,1,BURGLARY,
-73.9754866,40.77940212,2014,3,991039,223235,1,GRAND LARCENY,
-73.94044141,40.83504411,2014,3,1000731,243512,1,RAPE,
-73.98141511,40.78065483,2014,3,989397,223691,1,BURGLARY,
-73.95617275,40.77381086,2014,3,996389,221200,1,GRAND LARCENY,
-73.95191181,40.7796527,2014,3,997568,223329,1,FELONY ASSAULT,
-73.97192342,40.75222013,2014,3,992029,213332,1,GRAND LARCENY,
-73.93977001,40.79828647,2014,3,1000926,230120,1,GRAND LARCENY,
-73.86488261,40.83425025,2014,7,1021640,243246,1,ROBBERY,
-73.97517986,40.78863534,2014,3,991123,226599,1,FELONY ASSAULT,
-73.96827205,40.75723109,2014,3,993040,215158,1,GRAND LARCENY,
-73.98099691,40.74040859,2014,3,989516,209028,1,GRAND LARCENY,
-73.74326084,40.69226888,2014,3,1055447,191593,1,BURGLARY,
-73.92526843,40.76958452,2014,3,1004950,219666,1,GRAND LARCENY,
-73.7844935,40.77113641,2014,3,1043942,220296,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.90464265,40.70695598,2014,3,1010688,196854,1,FELONY ASSAULT,
-74.13248057,40.63522561,2014,3,947480,170734,1,GRAND LARCENY,
-74.12976724,40.6295113,2014,3,948230,168651,1,GRAND LARCENY,
-74.16465642,40.62704847,2014,3,938544,167770,1,GRAND LARCENY,
-73.92001109,40.69515695,2014,7,1006431,192551,1,GRAND LARCENY,
-73.86630273,40.86666141,2014,3,1021229,255054,1,MURDER,
-73.83548608,40.84838027,2014,3,1029765,248408,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.90429006,40.86963325,2014,3,1010721,256123,1,BURGLARY,
-73.90550418,40.870153,2014,3,1010385,256312,1,BURGLARY,
-73.89199263,40.86109187,2014,3,1014126,253015,1,GRAND LARCENY,
-73.86745396,40.86227945,2014,3,1020913,253457,1,GRAND LARCENY,
-73.88814253,40.86964343,2014,3,1015187,256132,1,FELONY ASSAULT,
-73.89949417,40.87064196,2014,3,1012047,256492,1,FELONY ASSAULT,
-73.89254371,40.86235769,2014,3,1013973,253476,1,RAPE,
-73.89114255,40.86581744,2014,3,1014359,254737,1,BURGLARY,
-73.93055252,40.75695927,2014,6,1003490,215065,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.9974982,40.57521832,2014,7,984945,148844,1,ROBBERY,
-73.88335955,40.87964585,2014,3,1016505,259778,1,BURGLARY,
-73.88917038,40.8712089,2014,3,1014902,256702,1,GRAND LARCENY,
-73.88503818,40.85622703,2014,3,1016052,251245,1,BURGLARY,
-73.9145255,40.83343589,2014,3,1007903,242932,1,ROBBERY,
-73.86166552,40.86247851,2014,3,1022514,253532,1,GRAND LARCENY,
-73.98747687,40.66974826,2014,3,987724,183284,1,GRAND LARCENY,
-73.88687195,40.67923417,2014,3,1015628,186760,1,GRAND LARCENY,
-73.87053242,40.67560482,2014,3,1020162,185444,1,GRAND LARCENY,
-73.94385471,40.69148757,2014,3,999820,191209,1,BURGLARY,
-73.95047311,40.65076087,2014,3,997993,176370,1,GRAND LARCENY,
-73.7887157,40.70003296,2014,7,1042835,194388,1,ROBBERY,
-73.94785132,40.64388403,2014,3,998722,173865,1,GRAND LARCENY,
-73.98154913,40.6748747,2014,3,989368,185152,1,BURGLARY,
-73.99452831,40.57669492,2014,3,985770,149382,1,FELONY ASSAULT,
-73.99629953,40.57460345,2014,3,985278,148620,1,ROBBERY,
-73.94752297,40.6719328,2014,3,998807,184084,1,BURGLARY,
-73.95120699,40.59832196,2014,3,997800,157265,1,ROBBERY,
-73.95137525,40.65406323,2014,3,997742,177573,1,GRAND LARCENY,
-74.02884764,40.63247392,2014,3,976243,169705,1,GRAND LARCENY,
-73.95071556,40.59574164,2014,3,997937,156325,1,GRAND LARCENY,
-73.98610051,40.597261,2014,3,988110,156875,2,BURGLARY,
-73.8865508,40.66032781,2014,7,1015726,179872,1,ROBBERY,
-73.99131915,40.5901168,2014,3,986661,154272,1,GRAND LARCENY,
-73.91183024,40.69394877,2014,3,1008700,192113,1,FELONY ASSAULT,
-73.99847484,40.68388726,2014,3,984673,188435,1,GRAND LARCENY,
-73.98711617,40.57754796,2014,3,987829,149693,1,BURGLARY,
-73.95638437,40.66569487,2014,3,996350,181810,1,GRAND LARCENY,
-73.94510152,40.67939196,2014,3,999477,186802,1,GRAND LARCENY,
-73.95177263,40.65774964,2014,3,997631,178916,3,GRAND LARCENY,
-74.03031595,40.62888062,2014,3,975835,168396,1,BURGLARY,
-73.99204106,40.57499849,2014,3,986461,148764,1,FELONY ASSAULT,
-73.97889289,40.59289568,2014,3,990112,155285,1,GRAND LARCENY,
-74.1526948,40.59027918,2014,7,941841,154368,1,GRAND LARCENY,
-73.87049745,40.66762296,2014,3,1020176,182536,2,ROBBERY,
-73.95306261,40.68893083,2014,3,997267,190276,1,FELONY ASSAULT,
-73.97940498,40.69538327,2014,3,989961,192624,1,FELONY ASSAULT,
-73.99234756,40.72748211,2014,3,986371,204318,1,BURGLARY,
-73.94256678,40.82195016,2014,3,1000146,238741,1,ROBBERY,
-73.96414445,40.80766987,2014,3,994176,233535,1,GRAND LARCENY,
-73.98106557,40.72735455,2014,3,989498,204272,1,FELONY ASSAULT,
-73.95237083,40.77902435,2014,3,997441,223100,1,GRAND LARCENY,
-73.97059741,40.79627834,2014,3,992391,229384,1,GRAND LARCENY,
-73.9400512,40.82292874,2014,3,1000842,239098,1,GRAND LARCENY,
-73.86080273,40.84633037,2014,7,1022762,247649,1,GRAND LARCENY,
-73.99456313,40.72382348,2014,3,985757,202985,1,GRAND LARCENY,
-73.99598826,40.72265976,2014,3,985362,202561,1,GRAND LARCENY,
-73.93694482,40.82961321,2014,3,1001700,241534,1,ROBBERY,
-73.91677133,40.76849453,2014,3,1007304,219271,1,GRAND LARCENY,
-73.9094977,40.76521457,2014,3,1009320,218078,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.89678256,40.76105382,2014,3,1012844,216566,1,BURGLARY,
-73.78024643,40.77701038,2014,3,1045113,222439,1,GRAND LARCENY,
-73.87257013,40.76386216,2014,3,1019550,217598,1,GRAND LARCENY,
-73.91109592,40.76596787,2014,3,1008877,218352,1,GRAND LARCENY,
-73.72812441,40.67680019,2014,3,1059662,185970,1,GRAND LARCENY,
-74.0000324,40.57724401,2014,7,984241,149582,1,ROBBERY,
-73.92012055,40.76934228,2014,3,1006376,219579,1,BURGLARY,
-73.87205666,40.76619188,2014,3,1019691,218447,1,GRAND LARCENY,
-74.23331766,40.50156292,2014,3,919363,122096,1,BURGLARY,
-74.23621294,40.53433023,2014,3,918590,134036,1,GRAND LARCENY,
-74.22932872,40.54628416,2014,3,920515,138386,2,ROBBERY,
-74.16906784,40.5823073,2014,3,937288,151472,3,GRAND LARCENY,
-74.16906784,40.5823073,2014,3,937288,151472,1,ROBBERY,
-74.23349322,40.51682655,2014,3,919329,127657,2,GRAND LARCENY,
-73.9028977,40.84757292,2014,3,1011115,248086,1,FELONY ASSAULT,
-73.92084657,40.81763357,2014,3,1006159,237173,1,GRAND LARCENY,
-73.98084215,40.68876039,2014,7,989563,190211,1,GRAND LARCENY,
-73.91590477,40.88295131,2014,3,1007504,260972,1,GRAND LARCENY,
-73.88547269,40.87260508,2014,3,1015924,257212,1,GRAND LARCENY,
-73.92487079,40.81164454,2014,3,1005047,234990,1,BURGLARY,
-73.8174956,40.83824169,2014,3,1034750,244724,1,GRAND LARCENY,
-73.8345346,40.88505635,2014,3,1030003,261771,1,GRAND LARCENY,
-73.82232902,40.83900952,2014,3,1033412,245001,1,GRAND LARCENY,
-73.84867809,40.87738513,2014,3,1026097,258969,1,FELONY ASSAULT,
-73.86920243,40.8758128,2014,3,1020422,258387,1,GRAND LARCENY,
-73.88210274,40.88076441,2014,3,1016852,260186,1,BURGLARY,
-73.88524732,40.87748218,2014,3,1015984,258989,1,FELONY ASSAULT,
-74.10660609,40.56877897,2014,7,954632,146516,1,FELONY ASSAULT,
-73.92017914,40.81985908,2014,3,1006343,237984,1,FELONY ASSAULT,
-73.94919684,40.66091601,2014,3,998345,180070,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.93557602,40.59002222,2014,3,1002143,154244,2,FELONY ASSAULT,
-73.94153462,40.62732718,2014,3,1000479,167834,1,FELONY ASSAULT,
-73.93908696,40.70006804,2014,3,1001140,194336,1,BURGLARY,
-73.8838822,40.67563004,2014,3,1016459,185448,1,BURGLARY,
-73.9384409,40.68499068,2014,3,1001323,188843,1,ROBBERY,
-73.92864878,40.68087061,2014,3,1004040,187344,1,GRAND LARCENY,
-73.94302725,40.69345791,2014,3,1000049,191927,1,BURGLARY,
-73.96364126,40.57819894,2014,3,994350,149932,1,ROBBERY,
-73.94911813,40.72630186,2014,7,998353,203892,1,GRAND LARCENY OF MOTOR VEHICLE,
-73.93831557,40.69964219,2014,3,1001354,194181,1,BURGLARY,
-73.93960662,40.69572335,2014,3,1000997,192753,1,FELONY ASSAULT,
-73.92467828,40.68169425,2014,3,1005141,187645,1,ROBBERY,
-73.94858489,40.68794628,2014,3,998509,189918,1,FELONY ASSAULT,
-73.94317058,40.70299056,2014,3,1000007,195400,1,GRAND LARCENY OF MOTOR VEHICLE,
-74.0029844,40.74168094,2014,3,983423,209491,6,GRAND LARCENY,
-73.98612115,40.74051911,2014,3,988096,209068,1,GRAND LARCENY,
-73.99071967,40.75850591,2014,3,986821,215621,1,ROBBERY,
-73.98472329,40.73051431,2014,3,988484,205423,1,FELONY ASSAULT,
-73.98565189,40.74116132,2014,3,988226,209302,1,GRAND LARCENY,
-73.95050219,40.66985632,2014,7,997981,183327,1,FELONY ASSAULT,
-73.95116691,40.82544814,2014,3,997765,240014,1,GRAND LARCENY,
-73.94220896,40.78881291,2014,3,1000253,226668,1,FELONY ASSAULT,
-73.95034203,40.81233901,2014,3,997996,235238,1,ROBBERY,
-73.97970234,40.73733973,2014,3,989875,207910,1,FELONY ASSAULT,
-73.98429608,40.76731583,2014,3,988600,218831,1,GRAND LARCENY,
-73.9879829,40.76226046,2014,3,987579,216989,1,GRAND LARCENY,
-73.94058869,40.79152114,2014,3,1000701,227655,1,GRAND LARCENY,
-73.88821286,40.75037699,2014,3,1015223,212679,1,GRAND LARCENY,
-73.86903249,40.75464408,2014,3,1020535,214241,1,BURGLARY,